INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,38,ADMISSION_MONTH_11,0.0756,0.0812,0.8667,1,0.3519
I00699,38,ADMISSION_MONTH_12,0.0941,0.0812,1.3419,1,0.2467
I00699,38,AGE_GROUP_1,0,,,0,
I00699,38,AGE_GROUP_2,0.1158,0.3411,0.1152,1,0.7344
I00699,38,AGE_GROUP_3,-0.7715,0.7248,1.133,1,0.2871
I00699,38,AGE_GROUP_4,0.4043,0.4107,0.9689,1,0.3249
I00699,38,AGE_GROUP_5,0.3967,0.4107,0.9328,1,0.3341
I00699,38,AGE_GROUP_6,0.6315,0.3887,2.6401,1,0.1042
I00699,38,AGE_GROUP_7,0.5505,0.3706,2.2065,1,0.1374
I00699,38,AGE_GROUP_8,0.5616,0.3311,2.8783,1,0.0898
I00699,38,AGE_GROUP_9,1.2511,0.2446,26.1525,1,0
I00699,38,AGE_GROUP_10,1.2323,0.2385,26.6922,1,0
I00699,38,AGE_GROUP_11,1.5095,0.2084,52.4764,1,0
I00699,38,AGE_GROUP_12,1.8424,0.1859,98.2147,1,0
I00699,38,AGE_GROUP_13,2.0631,0.178,134.3403,1,0
I00699,38,AGE_GROUP_14,2.2132,0.1746,160.6989,1,0
I00699,38,AGE_GROUP_15,2.3017,0.1727,177.5496,1,0
I00699,38,AGE_GROUP_16,2.4968,0.1703,214.8853,1,0
I00699,38,AGE_GROUP_17,2.6488,0.1699,243.1496,1,0
I00699,38,AGE_GROUP_18,2.8377,0.1704,277.3107,1,0
I00699,38,AGE_GROUP_19,3.0798,0.1717,321.5928,1,0
I00699,38,AGE_GROUP_20,3.3494,0.175,366.3542,1,0
I00699,38,AGE_GROUP_21,0,,,0,
I00699,38,BIRTHWEIGHT_6,0,,,0,
I00699,38,CHARLSON_INDEX_1,0,,,0,
I00699,38,CHARLSON_INDEX_2,0.1112,0.0809,1.8923,1,0.1689
I00699,38,CHARLSON_INDEX_3,1.2455,0.0551,511.1067,1,0
I00699,38,GENDER_1,0.1803,0.0337,28.651,1,0
I00699,38,GENDER_2,0,,,0,
I00699,38,GENDER_3,0,,,0,
I00699,38,Intercept,-6.3692,0.1707,1392.7984,1,0
I00699,38,YEAR_INDEX_1,0,,,0,
I00699,38,YEAR_INDEX_2,0.1069,0.0405,6.9525,1,0.0084
I00699,38,YEAR_INDEX_3,0.2042,0.042,23.6712,1,0
I00699,39,ADMIMETH_1,-1.1321,0.078,210.5995,1,0
I00699,39,ADMIMETH_2,0,,,0,
I00699,39,ADMIMETH_3,0,,,0,
I00699,39,ADMISSION_MONTH_1,0.3079,0.0668,21.2284,1,0
I00699,39,ADMISSION_MONTH_2,0.1282,0.0688,3.4673,1,0.0626
I00699,39,ADMISSION_MONTH_3,0,,,0,
I00699,39,ADMISSION_MONTH_4,0.1915,0.0689,7.726,1,0.0054
I00699,39,ADMISSION_MONTH_5,0.1366,0.067,4.1539,1,0.0415
I00699,39,ADMISSION_MONTH_6,0.1247,0.0666,3.5093,1,0.061
I00699,39,ADMISSION_MONTH_7,0.1134,0.0665,2.9054,1,0.0883
I00699,39,ADMISSION_MONTH_8,0.2779,0.0656,17.9356,1,0
I00699,39,ADMISSION_MONTH_9,0.1352,0.0674,4.0262,1,0.0448
I00699,39,ADMISSION_MONTH_10,0.3607,0.0647,31.1149,1,0
I00699,39,ADMISSION_MONTH_11,0.2203,0.0673,10.7265,1,0.0011
I00699,39,ADMISSION_MONTH_12,0.2217,0.068,10.621,1,0.0011
I00699,39,AGE_GROUP_1,-1.5518,0.5805,7.1455,1,0.0075
I00699,39,AGE_GROUP_2,-2.8606,0.5791,24.3968,1,0
I00699,39,AGE_GROUP_3,-2.2353,0.5022,19.8116,1,0
I00699,39,AGE_GROUP_4,-3.0515,0.7081,18.5703,1,0
I00699,39,AGE_GROUP_5,-2.7883,0.5791,23.183,1,0
I00699,39,AGE_GROUP_6,-2.7529,0.5792,22.5887,1,0
I00699,39,AGE_GROUP_7,-2.3341,0.4108,32.2801,1,0
I00699,39,AGE_GROUP_8,-1.6442,0.2396,47.1029,1,0
I00699,39,AGE_GROUP_9,-1.4783,0.1903,60.3255,1,0
I00699,39,AGE_GROUP_10,-1.3422,0.1513,78.6969,1,0
I00699,39,AGE_GROUP_11,-1.1306,0.129,76.7876,1,0
I00699,39,AGE_GROUP_12,-0.7202,0.1003,51.5876,1,0
I00699,39,AGE_GROUP_13,-0.1327,0.0737,3.2445,1,0.0717
I00699,39,AGE_GROUP_14,-0.2144,0.0662,10.4853,1,0.0012
I00699,39,AGE_GROUP_15,-0.1386,0.0588,5.5454,1,0.0185
I00699,39,AGE_GROUP_16,-0.0941,0.0506,3.4592,1,0.0629
I00699,39,AGE_GROUP_17,-0.0312,0.0462,0.4552,1,0.4999
I00699,39,AGE_GROUP_18,0,,,0,
I00699,39,AGE_GROUP_19,0.1984,0.0448,19.6344,1,0
I00699,39,AGE_GROUP_20,0.5547,0.0459,145.7676,1,0
I00699,39,AGE_GROUP_21,0,,,0,
I00699,39,BIRTHWEIGHT_6,0,,,0,
I00699,39,CHARLSON_INDEX_1,0,,,0,
I00699,39,CHARLSON_INDEX_2,0.3,0.0674,19.8452,1,0
I00699,39,CHARLSON_INDEX_3,1.3879,0.0463,899.9229,1,0
I00699,39,GENDER_1,0.2426,0.0269,81.1425,1,0
I00699,39,GENDER_2,0,,,0,
I00699,39,GENDER_3,0,,,0,
I00699,39,Intercept,-4.6442,0.0741,3925.293,1,0
I00699,39,YEAR_INDEX_1,0,,,0,
I00699,39,YEAR_INDEX_2,0.0058,0.0319,0.0332,1,0.8554
I00699,39,YEAR_INDEX_3,0.0408,0.0332,1.5069,1,0.2196
I00699,40,ADMIMETH_1,-0.2804,0.245,1.3097,1,0.2524
I00699,40,ADMIMETH_2,0,,,0,
I00699,40,ADMIMETH_3,0,,,0,
I00699,40,ADMISSION_MONTH_1,-0.3725,0.3434,1.1766,1,0.2781
I00699,40,ADMISSION_MONTH_2,-0.3244,0.3143,1.0654,1,0.302
I00699,40,ADMISSION_MONTH_3,-0.0735,0.2848,0.0666,1,0.7963
I00699,40,ADMISSION_MONTH_4,0.0184,0.2972,0.0038,1,0.9508
I00699,40,ADMISSION_MONTH_5,0.0079,0.2824,0.0008,1,0.9776
I00699,40,ADMISSION_MONTH_6,0.0438,0.2771,0.025,1,0.8744
I00699,40,ADMISSION_MONTH_7,0,,,0,
I00699,40,ADMISSION_MONTH_8,-0.3533,0.314,1.2666,1,0.2604
I00699,40,ADMISSION_MONTH_9,-0.1342,0.2849,0.2221,1,0.6375
I00699,40,ADMISSION_MONTH_10,-0.4224,0.3199,1.7437,1,0.1867
I00699,40,ADMISSION_MONTH_11,-0.2,0.2961,0.4562,1,0.4994
I00699,40,ADMISSION_MONTH_12,-0.4064,0.32,1.6127,1,0.2041
I00699,40,AGE_GROUP_1,-12.5871,1093.2727,0.0001,1,0.9908
I00699,40,AGE_GROUP_2,0,,,0,
I00699,40,AGE_GROUP_3,-12.9245,535.1317,0.0006,1,0.9807
I00699,40,AGE_GROUP_4,-12.8424,688.6145,0.0003,1,0.9851
I00699,40,AGE_GROUP_5,1.5909,1.0015,2.5234,1,0.1122
I00699,40,AGE_GROUP_6,-12.5904,1289.533,0.0001,1,0.9922
I00699,40,AGE_GROUP_7,-12.5856,1197.0944,0.0001,1,0.9916
I00699,40,AGE_GROUP_8,2.6081,0.9165,8.0986,1,0.0044
I00699,40,AGE_GROUP_9,-12.6669,1041.6841,0.0001,1,0.9903
I00699,40,AGE_GROUP_10,2.8085,0.8391,11.2039,1,0.0008
I00699,40,AGE_GROUP_11,2.8013,0.8186,11.7112,1,0.0006
I00699,40,AGE_GROUP_12,2.5882,0.8184,10.0018,1,0.0016
I00699,40,AGE_GROUP_13,2.9083,0.7703,14.2543,1,0.0002
I00699,40,AGE_GROUP_14,3.6322,0.7352,24.4091,1,0
I00699,40,AGE_GROUP_15,3.5829,0.7352,23.7516,1,0
I00699,40,AGE_GROUP_16,4.0415,0.7217,31.3563,1,0
I00699,40,AGE_GROUP_17,4.2876,0.7227,35.1943,1,0
I00699,40,AGE_GROUP_18,4.086,0.7425,30.2821,1,0
I00699,40,AGE_GROUP_19,5.0823,0.7409,47.0553,1,0
I00699,40,AGE_GROUP_20,5.4815,0.7624,51.6888,1,0
I00699,40,AGE_GROUP_21,0,,,0,
I00699,40,BIRTHWEIGHT_6,0,,,0,
I00699,40,CHARLSON_INDEX_1,0,,,0,
I00699,40,CHARLSON_INDEX_2,-0.0802,0.3489,0.0529,1,0.8181
I00699,40,CHARLSON_INDEX_3,0.4798,0.2146,4.9974,1,0.0254
I00699,40,GENDER_1,0.2515,0.1318,3.6429,1,0.0563
I00699,40,GENDER_2,0,,,0,
I00699,40,GENDER_3,0,,,0,
I00699,40,Intercept,-7.7364,0.7666,101.8529,1,0
I00699,40,YEAR_INDEX_1,0,,,0,
I00699,40,YEAR_INDEX_2,0.3865,0.157,6.0632,1,0.0138
I00699,40,YEAR_INDEX_3,0.2579,0.1724,2.2383,1,0.1346
I00699,41,ADMIMETH_1,-1.5451,0.1711,81.517,1,0
I00699,41,ADMIMETH_2,0,,,0,
I00699,41,ADMIMETH_3,0,,,0,
I00699,41,ADMISSION_MONTH_1,-0.2276,0.1969,1.3356,1,0.2478
I00699,41,ADMISSION_MONTH_2,-0.2412,0.197,1.5,1,0.2207
I00699,41,ADMISSION_MONTH_3,0,,,0,
I00699,41,ADMISSION_MONTH_4,-0.1887,0.1943,0.9433,1,0.3314
I00699,41,ADMISSION_MONTH_5,-0.0144,0.1823,0.0062,1,0.9371
I00699,41,ADMISSION_MONTH_6,-0.3897,0.1988,3.8433,1,0.0499
I00699,41,ADMISSION_MONTH_7,0.0169,0.1786,0.0089,1,0.9248
I00699,41,ADMISSION_MONTH_8,-0.1597,0.1876,0.7242,1,0.3948
I00699,41,ADMISSION_MONTH_9,-0.1947,0.1917,1.0311,1,0.3099
I00699,41,ADMISSION_MONTH_10,-0.3052,0.198,2.3777,1,0.1231
I00699,41,ADMISSION_MONTH_11,-0.0663,0.1897,0.1222,1,0.7266
I00699,41,ADMISSION_MONTH_12,-0.0055,0.185,0.0009,1,0.9764
I00699,41,AGE_GROUP_1,0.174,0.5016,0.1203,1,0.7288
I00699,41,AGE_GROUP_2,-0.791,0.4383,3.2564,1,0.0711
I00699,41,AGE_GROUP_3,-2.1362,0.7409,8.3135,1,0.0039
I00699,41,AGE_GROUP_4,-1.5007,0.6182,5.8924,1,0.0152
I00699,41,AGE_GROUP_5,-0.3245,0.3855,0.7086,1,0.3999
I00699,41,AGE_GROUP_6,-0.6052,0.4166,2.1109,1,0.1463
I00699,41,AGE_GROUP_7,0,,,0,
I00699,41,AGE_GROUP_8,-0.8626,0.4163,4.2929,1,0.0383
I00699,41,AGE_GROUP_9,-1.0025,0.4378,5.242,1,0.022
I00699,41,AGE_GROUP_10,-0.5234,0.3865,1.834,1,0.1757
I00699,41,AGE_GROUP_11,-0.1912,0.3554,0.2894,1,0.5906
I00699,41,AGE_GROUP_12,0.5622,0.3021,3.4643,1,0.0627
I00699,41,AGE_GROUP_13,0.9228,0.2715,11.55,1,0.0007
I00699,41,AGE_GROUP_14,0.8892,0.281,10.0145,1,0.0016
I00699,41,AGE_GROUP_15,1.6122,0.2587,38.8223,1,0
I00699,41,AGE_GROUP_16,1.6158,0.2536,40.5913,1,0
I00699,41,AGE_GROUP_17,1.8526,0.2484,55.6442,1,0
I00699,41,AGE_GROUP_18,1.8593,0.2538,53.6791,1,0
I00699,41,AGE_GROUP_19,2.2259,0.255,76.2241,1,0
I00699,41,AGE_GROUP_20,2.7762,0.2598,114.2216,1,0
I00699,41,AGE_GROUP_21,0,,,0,
I00699,41,BIRTHWEIGHT_6,0,,,0,
I00699,41,CHARLSON_INDEX_1,0,,,0,
I00699,41,CHARLSON_INDEX_2,0.6219,0.1742,12.7541,1,0.0004
I00699,41,CHARLSON_INDEX_3,1.9205,0.1238,240.6411,1,0
I00699,41,GENDER_1,0.248,0.081,9.3875,1,0.0022
I00699,41,GENDER_2,0,,,0,
I00699,41,GENDER_3,0,,,0,
I00699,41,Intercept,-6.2116,0.2678,537.9979,1,0
I00699,41,YEAR_INDEX_1,0,,,0,
I00699,41,YEAR_INDEX_2,-0.076,0.0991,0.5885,1,0.443
I00699,41,YEAR_INDEX_3,0.2337,0.0972,5.7816,1,0.0162
I00699,42,ADMIMETH_1,-0.0771,0.1486,0.2691,1,0.604
I00699,42,ADMIMETH_2,0,,,0,
I00699,42,ADMIMETH_3,0,,,0,
I00699,42,ADMISSION_MONTH_1,0.1455,0.046,9.9984,1,0.0016
I00699,42,ADMISSION_MONTH_2,0.1165,0.047,6.1406,1,0.0132
I00699,42,ADMISSION_MONTH_3,0.0101,0.048,0.0446,1,0.8327
I00699,42,ADMISSION_MONTH_4,-0.0124,0.0484,0.0655,1,0.7981
I00699,42,ADMISSION_MONTH_5,-0.0322,0.0465,0.479,1,0.4889
I00699,42,ADMISSION_MONTH_6,-0.0547,0.047,1.355,1,0.2444
I00699,42,ADMISSION_MONTH_7,0,,,0,
I00699,42,ADMISSION_MONTH_8,0.0792,0.0455,3.0335,1,0.0816
I00699,42,ADMISSION_MONTH_9,0.0787,0.046,2.9288,1,0.087
I00699,42,ADMISSION_MONTH_10,0.0976,0.0457,4.5665,1,0.0326
I00699,42,ADMISSION_MONTH_11,0.1444,0.0455,10.0741,1,0.0015
I00699,42,ADMISSION_MONTH_12,0.1916,0.0449,18.2132,1,0
I00699,42,AGE_GROUP_1,-13.0255,1037.406,0.0002,1,0.99
I00699,42,AGE_GROUP_2,-13.0532,424.4153,0.0009,1,0.9755
I00699,42,AGE_GROUP_3,-13.0392,257.5494,0.0026,1,0.9596
I00699,42,AGE_GROUP_4,-13.0447,170.3323,0.0059,1,0.939
I00699,42,AGE_GROUP_5,-13.0414,144.1764,0.0082,1,0.9279
I00699,42,AGE_GROUP_6,-13.0281,136.9824,0.009,1,0.9242
I00699,42,AGE_GROUP_7,-13.0169,120.9237,0.0116,1,0.9143
I00699,42,AGE_GROUP_8,-3.5427,1.0019,12.5025,1,0.0004
I00699,42,AGE_GROUP_9,-3.5731,1.0019,12.7193,1,0.0004
I00699,42,AGE_GROUP_10,-2.3089,0.5035,21.0312,1,0
I00699,42,AGE_GROUP_11,-1.2806,0.2726,22.0686,1,0
I00699,42,AGE_GROUP_12,-1.2138,0.2008,36.5323,1,0
I00699,42,AGE_GROUP_13,-1.2223,0.1484,67.8217,1,0
I00699,42,AGE_GROUP_14,-0.9821,0.1005,95.5182,1,0
I00699,42,AGE_GROUP_15,-0.5372,0.0631,72.4634,1,0
I00699,42,AGE_GROUP_16,-0.5501,0.0443,154.5468,1,0
I00699,42,AGE_GROUP_17,-0.3618,0.033,120.3925,1,0
I00699,42,AGE_GROUP_18,-0.1827,0.028,42.7027,1,0
I00699,42,AGE_GROUP_19,0,,,0,
I00699,42,AGE_GROUP_20,0.3421,0.0253,183.4515,1,0
I00699,42,AGE_GROUP_21,0,,,0,
I00699,42,BIRTHWEIGHT_6,0,,,0,
I00699,42,CHARLSON_INDEX_1,0,,,0,
I00699,42,CHARLSON_INDEX_2,-0.0056,0.043,0.0168,1,0.8968
I00699,42,CHARLSON_INDEX_3,0.3696,0.0275,180.0246,1,0
I00699,42,GENDER_1,0.2638,0.0194,185.4295,1,0
I00699,42,GENDER_2,0,,,0,
I00699,42,GENDER_3,0,,,0,
I00699,42,Intercept,-2.4005,0.0463,2693.2083,1,0
I00699,42,YEAR_INDEX_1,0,,,0,
I00699,42,YEAR_INDEX_2,-0.0217,0.0229,0.8991,1,0.343
I00699,42,YEAR_INDEX_3,-0.1714,0.0242,50.1794,1,0
I00699,43,ADMIMETH_1,-0.8619,0.4496,3.6751,1,0.0552
I00699,43,ADMIMETH_2,0,,,0,
I00699,43,ADMIMETH_3,0,,,0,
I00699,43,ADMISSION_MONTH_1,0.3266,0.1497,4.7603,1,0.0291
I00699,43,ADMISSION_MONTH_2,0.1962,0.1546,1.6093,1,0.2046
I00699,43,ADMISSION_MONTH_3,0.1866,0.1496,1.5549,1,0.2124
I00699,43,ADMISSION_MONTH_4,0.3144,0.146,4.6382,1,0.0313
I00699,43,ADMISSION_MONTH_5,0,,,0,
I00699,43,ADMISSION_MONTH_6,0.176,0.1439,1.4961,1,0.2213
I00699,43,ADMISSION_MONTH_7,0.1113,0.1466,0.5764,1,0.4477
I00699,43,ADMISSION_MONTH_8,0.1128,0.1463,0.5947,1,0.4406
I00699,43,ADMISSION_MONTH_9,0.294,0.1431,4.2193,1,0.04
I00699,43,ADMISSION_MONTH_10,0.2612,0.1466,3.1735,1,0.0748
I00699,43,ADMISSION_MONTH_11,0.4562,0.1418,10.3574,1,0.0013
I00699,43,ADMISSION_MONTH_12,0.2748,0.151,3.3131,1,0.0687
I00699,43,AGE_GROUP_1,-12.659,1145.9774,0.0001,1,0.9912
I00699,43,AGE_GROUP_2,-12.5796,875.9156,0.0002,1,0.9885
I00699,43,AGE_GROUP_3,-12.7437,529.1929,0.0006,1,0.9808
I00699,43,AGE_GROUP_4,-13.0453,204.4316,0.0041,1,0.9491
I00699,43,AGE_GROUP_5,-3.3173,1.0062,10.8692,1,0.001
I00699,43,AGE_GROUP_6,-1.9753,0.5121,14.8799,1,0.0001
I00699,43,AGE_GROUP_7,-0.9406,0.2889,10.5989,1,0.0011
I00699,43,AGE_GROUP_8,-0.6144,0.2153,8.1415,1,0.0043
I00699,43,AGE_GROUP_9,-0.0509,0.1664,0.0936,1,0.7597
I00699,43,AGE_GROUP_10,0,,,0,
I00699,43,AGE_GROUP_11,0.4802,0.1408,11.6359,1,0.0006
I00699,43,AGE_GROUP_12,0.5382,0.1382,15.1695,1,0.0001
I00699,43,AGE_GROUP_13,0.6599,0.1378,22.9222,1,0
I00699,43,AGE_GROUP_14,0.7716,0.1421,29.498,1,0
I00699,43,AGE_GROUP_15,1.0003,0.1464,46.6877,1,0
I00699,43,AGE_GROUP_16,1.1796,0.1486,63.0085,1,0
I00699,43,AGE_GROUP_17,1.1574,0.1616,51.2704,1,0
I00699,43,AGE_GROUP_18,1.5513,0.1621,91.5583,1,0
I00699,43,AGE_GROUP_19,1.6274,0.183,79.0577,1,0
I00699,43,AGE_GROUP_20,1.7649,0.2104,70.3601,1,0
I00699,43,AGE_GROUP_21,0,,,0,
I00699,43,BIRTHWEIGHT_6,0,,,0,
I00699,43,CHARLSON_INDEX_1,0,,,0,
I00699,43,CHARLSON_INDEX_2,0.1981,0.0895,4.9042,1,0.0268
I00699,43,CHARLSON_INDEX_3,0.8952,0.0693,166.6988,1,0
I00699,43,GENDER_1,0,,,0,
I00699,43,GENDER_2,-0.3774,0.064,34.724,1,0
I00699,43,GENDER_3,0,,,0,
I00699,43,Intercept,-5.9123,0.159,1382.1787,1,0
I00699,43,YEAR_INDEX_1,0,,,0,
I00699,43,YEAR_INDEX_2,0.1088,0.0736,2.19,1,0.1389
I00699,43,YEAR_INDEX_3,0.0481,0.0747,0.4146,1,0.5197
I00699,44,ADMIMETH_1,0.3853,0.3443,1.2521,1,0.2631
I00699,44,ADMIMETH_2,0,,,0,
I00699,44,ADMIMETH_3,0,,,0,
I00699,44,ADMISSION_MONTH_1,-0.0714,0.1509,0.2235,1,0.6364
I00699,44,ADMISSION_MONTH_2,-0.0395,0.1516,0.0679,1,0.7944
I00699,44,ADMISSION_MONTH_3,0.1087,0.144,0.5696,1,0.4504
I00699,44,ADMISSION_MONTH_4,0.0501,0.1439,0.1214,1,0.7276
I00699,44,ADMISSION_MONTH_5,0,,,0,
I00699,44,ADMISSION_MONTH_6,0.1681,0.1339,1.5749,1,0.2095
I00699,44,ADMISSION_MONTH_7,-0.1332,0.1449,0.8448,1,0.358
I00699,44,ADMISSION_MONTH_8,0.0532,0.1397,0.1451,1,0.7032
I00699,44,ADMISSION_MONTH_9,0.0997,0.1391,0.5137,1,0.4736
I00699,44,ADMISSION_MONTH_10,0.2086,0.1362,2.346,1,0.1256
I00699,44,ADMISSION_MONTH_11,0.4789,0.1298,13.622,1,0.0002
I00699,44,ADMISSION_MONTH_12,0.1439,0.1406,1.0487,1,0.3058
I00699,44,AGE_GROUP_1,-14.2182,7765.8251,0,1,0.9985
I00699,44,AGE_GROUP_2,-14.5459,1880.969,0.0001,1,0.9938
I00699,44,AGE_GROUP_3,-14.4713,969.989,0.0002,1,0.9881
I00699,44,AGE_GROUP_4,-14.4378,561.1966,0.0007,1,0.9795
I00699,44,AGE_GROUP_5,-14.4012,356.0174,0.0016,1,0.9677
I00699,44,AGE_GROUP_6,-1.5794,0.5863,7.2563,1,0.0071
I00699,44,AGE_GROUP_7,-14.4297,353.3684,0.0017,1,0.9674
I00699,44,AGE_GROUP_8,-2.0862,0.714,8.5375,1,0.0035
I00699,44,AGE_GROUP_9,-1.5164,0.5089,8.881,1,0.0029
I00699,44,AGE_GROUP_10,-1.0723,0.3884,7.6243,1,0.0058
I00699,44,AGE_GROUP_11,-1.0551,0.3439,9.4097,1,0.0022
I00699,44,AGE_GROUP_12,-0.9397,0.2789,11.3501,1,0.0008
I00699,44,AGE_GROUP_13,-0.323,0.1811,3.1802,1,0.0745
I00699,44,AGE_GROUP_14,-0.2325,0.156,2.2205,1,0.1362
I00699,44,AGE_GROUP_15,-0.2152,0.1399,2.3663,1,0.124
I00699,44,AGE_GROUP_16,-0.0992,0.1158,0.7332,1,0.3919
I00699,44,AGE_GROUP_17,-0.1983,0.1081,3.3645,1,0.0666
I00699,44,AGE_GROUP_18,0,,,0,
I00699,44,AGE_GROUP_19,0.1876,0.0953,3.8793,1,0.0489
I00699,44,AGE_GROUP_20,0.6401,0.0914,49.0409,1,0
I00699,44,AGE_GROUP_21,0,,,0,
I00699,44,BIRTHWEIGHT_6,0,,,0,
I00699,44,CHARLSON_INDEX_1,0,,,0,
I00699,44,CHARLSON_INDEX_2,0.1959,0.1356,2.089,1,0.1484
I00699,44,CHARLSON_INDEX_3,1.0837,0.0887,149.3677,1,0
I00699,44,GENDER_1,0.0615,0.0592,1.0803,1,0.2986
I00699,44,GENDER_2,0,,,0,
I00699,44,GENDER_3,0,,,0,
I00699,44,Intercept,-4.3492,0.151,829.1575,1,0
I00699,44,YEAR_INDEX_1,0,,,0,
I00699,44,YEAR_INDEX_2,0.0472,0.0735,0.412,1,0.521
I00699,44,YEAR_INDEX_3,-0.0558,0.0742,0.5651,1,0.4522
I00699,45,ADMIMETH_1,-14.8232,922.9172,0.0003,1,0.9872
I00699,45,ADMIMETH_2,0,,,0,
I00699,45,ADMIMETH_3,0,,,0,
I00699,45,ADMISSION_MONTH_1,-0.1086,0.4703,0.0533,1,0.8174
I00699,45,ADMISSION_MONTH_2,0.3304,0.4233,0.6093,1,0.4351
I00699,45,ADMISSION_MONTH_3,0.1028,0.4325,0.0565,1,0.8122
I00699,45,ADMISSION_MONTH_4,0.0618,0.4551,0.0184,1,0.892
I00699,45,ADMISSION_MONTH_5,0,,,0,
I00699,45,ADMISSION_MONTH_6,-0.16,0.4421,0.1309,1,0.7175
I00699,45,ADMISSION_MONTH_7,-0.7143,0.5442,1.7229,1,0.1893
I00699,45,ADMISSION_MONTH_8,-0.1211,0.4421,0.0751,1,0.7841
I00699,45,ADMISSION_MONTH_9,-0.2678,0.4699,0.3249,1,0.5687
I00699,45,ADMISSION_MONTH_10,-0.0957,0.455,0.0442,1,0.8334
I00699,45,ADMISSION_MONTH_11,-0.6405,0.5444,1.3844,1,0.2394
I00699,45,ADMISSION_MONTH_12,0.0111,0.4554,0.0006,1,0.9806
I00699,45,AGE_GROUP_1,-13.4965,4070.5023,0,1,0.9974
I00699,45,AGE_GROUP_2,-13.2811,1677.4369,0.0001,1,0.9937
I00699,45,AGE_GROUP_3,-13.5505,1495.9304,0.0001,1,0.9928
I00699,45,AGE_GROUP_4,-13.924,796.4122,0.0003,1,0.9861
I00699,45,AGE_GROUP_5,0,,,0,
I00699,45,AGE_GROUP_6,2.2951,0.8382,7.4979,1,0.0062
I00699,45,AGE_GROUP_7,1.9684,0.916,4.6176,1,0.0316
I00699,45,AGE_GROUP_8,1.5357,1.0036,2.3418,1,0.1259
I00699,45,AGE_GROUP_9,2.7369,0.8217,11.0945,1,0.0009
I00699,45,AGE_GROUP_10,1.0426,1.2291,0.7196,1,0.3963
I00699,45,AGE_GROUP_11,2.8242,0.8234,11.7629,1,0.0006
I00699,45,AGE_GROUP_12,1.9966,0.9223,4.6863,1,0.0304
I00699,45,AGE_GROUP_13,2.4542,0.85,8.3364,1,0.0039
I00699,45,AGE_GROUP_14,3.6279,0.7716,22.106,1,0
I00699,45,AGE_GROUP_15,2.7207,0.8376,10.5496,1,0.0012
I00699,45,AGE_GROUP_16,2.3513,0.859,7.4922,1,0.0062
I00699,45,AGE_GROUP_17,3.0065,0.7958,14.2731,1,0.0002
I00699,45,AGE_GROUP_18,2.9959,0.8016,13.969,1,0.0002
I00699,45,AGE_GROUP_19,3.2528,0.7929,16.8302,1,0
I00699,45,AGE_GROUP_20,3.356,0.7977,17.6978,1,0
I00699,45,AGE_GROUP_21,0,,,0,
I00699,45,BIRTHWEIGHT_6,0,,,0,
I00699,45,CHARLSON_INDEX_1,0,,,0,
I00699,45,CHARLSON_INDEX_2,-0.6861,0.4822,2.0243,1,0.1548
I00699,45,CHARLSON_INDEX_3,1.2562,0.2606,23.2301,1,0
I00699,45,GENDER_1,0.3197,0.1986,2.5902,1,0.1075
I00699,45,GENDER_2,0,,,0,
I00699,45,GENDER_3,0,,,0,
I00699,45,Intercept,-7.9053,0.7797,102.8063,1,0
I00699,45,YEAR_INDEX_1,0,,,0,
I00699,45,YEAR_INDEX_2,-0.4156,0.2604,2.5474,1,0.1105
I00699,45,YEAR_INDEX_3,0.145,0.2301,0.3969,1,0.5287
I00699,46,ADMIMETH_1,-1.0834,0.1991,29.6108,1,0
I00699,46,ADMIMETH_2,0,,,0,
I00699,46,ADMIMETH_3,0,,,0,
I00699,46,ADMISSION_MONTH_1,0.2486,0.1473,2.8509,1,0.0913
I00699,46,ADMISSION_MONTH_2,0.0101,0.1568,0.0041,1,0.9489
I00699,46,ADMISSION_MONTH_3,0.0246,0.1564,0.0248,1,0.8749
I00699,46,ADMISSION_MONTH_4,-0.0672,0.1621,0.1716,1,0.6787
I00699,46,ADMISSION_MONTH_5,-0.0183,0.1549,0.014,1,0.9058
I00699,46,ADMISSION_MONTH_6,0.1047,0.153,0.4683,1,0.4938
I00699,46,ADMISSION_MONTH_7,-0.0739,0.1593,0.215,1,0.6429
I00699,46,ADMISSION_MONTH_8,0.1357,0.1531,0.7854,1,0.3755
I00699,46,ADMISSION_MONTH_9,0.0325,0.1567,0.0429,1,0.836
I00699,46,ADMISSION_MONTH_10,-0.1828,0.1598,1.3082,1,0.2527
I00699,46,ADMISSION_MONTH_11,0,,,0,
I00699,46,ADMISSION_MONTH_12,0.29,0.1464,3.9252,1,0.0476
I00699,46,AGE_GROUP_1,0,,,0,
I00699,46,AGE_GROUP_2,-0.7663,0.5341,2.0582,1,0.1514
I00699,46,AGE_GROUP_3,-0.8591,0.6074,2.0008,1,0.1572
I00699,46,AGE_GROUP_4,-0.9952,0.6073,2.6855,1,0.1013
I00699,46,AGE_GROUP_5,-1.1169,0.5338,4.3773,1,0.0364
I00699,46,AGE_GROUP_6,-0.2015,0.3676,0.3004,1,0.5836
I00699,46,AGE_GROUP_7,-1.0639,0.4848,4.817,1,0.0282
I00699,46,AGE_GROUP_8,0.1695,0.2915,0.3381,1,0.561
I00699,46,AGE_GROUP_9,0.419,0.2769,2.2901,1,0.1302
